_id,review,lem_review
65496e562042bfa2da026b5f,first i would never have found this place if i wasn t with family who live in the area so glad we made it here the set up with all the succulent and the waterfront wa amazing there wa live music in the afternoon the owner came to the table to make sure everything wa good and took picture of our group and the food and drink were wonderful and very reasonably priced can t wait to come back to san francisco will be one of my first stop more,first i would never have found this place if i  t with family who live in the area so glad we made it here the set up with all the succulent and the waterfront wa amazing there wa live music in the afternoon the owner came to the table to make sure everything wa good and took picture of our group and the food and drink were wonderful and very reasonably priced can t wait to come back to san  will be one of my first stop more
65496e562042bfa2da026b60,what an amazing experience we had at mersea im so glad we listened to a friend reco to check it out such a unique setting and experience and the best part the food wa outstanding we decided on lunch since that fit best with our travel schedule and it wa perfect we were making our way from napa down to san diego and this wa the best dining we had throughout a mix of upscale and casual experience amazing view of the harbor beautiful location and the food wa so amazing we just kept ordering paired our lunch with a wonderful bottle of rose if you are in the san fran area it a must try dont let the no reservation stop you lunch wa a great california casual option live music outside and an afternoon view of the full harbor staff wa all smile attentive and incredibly knowledgeable about their rose more,what an amazing experience we had at   so glad we  to a friend  to check it out such a unique setting and experience and the best part the food wa outstanding we decided on lunch since that fit best with our travel schedule and it wa perfect we were making our way from napa down to san  and this wa the best dining we had throughout a mix of upscale and casual experience amazing view of the harbor beautiful location and the food wa so amazing we just kept  paired our lunch with a wonderful bottle of rose if you are in the san  area it a must try dont let the no reservation stop you lunch wa a great  casual option live music outside and an afternoon view of the full harbor staff wa all smile attentive and incredibly knowledgeable about their rose more
65496e562042bfa2da026b61,a hidden gem enjoyed delicious food drink and a snickerdoodle cookie while looking out at beautiful skyline of sf,a hidden gem  delicious food drink and a   while looking out at beautiful  of 
65496e562042bfa2da026b62,mersea is a hidden gem on treasure island in sf great view of the sf bay and sf skyline great food great drink meesun on of the owner wa so pleasant and welcoming mersea is a must see if you want to relax and enjoy the view more, is a hidden gem on treasure island in  great view of the  bay and   great food great drink  on of the owner wa so pleasant and welcoming  is a must see if you want to relax and enjoy the view more
65496e562042bfa2da026b63,mersea is my top pick spent a wonderful day traveling the southern ca coast and had fabulous meal my biggest surprise and very best experience wa mersea where the food and drink were unparalleled the atmosphere great fun and the view extraordinary, is my top pick spent a wonderful day traveling the southern ca coast and had fabulous meal my biggest surprise and very best experience wa  where the food and drink were unparalleled the atmosphere great fun and the view extraordinary
65496e562042bfa2da026b64,loved the food and the service prop to nelson gaucho and the rest of the staff who provided an excellent service would definitely come back, the food and the service prop to nelson  and the rest of the staff who provided an excellent service would definitely come back
65496e562042bfa2da026b65,thanks for the fogo love gerardo we look forward to serving you again next time,thanks for the fogo love  we look forward to serving you again next time
65496e562042bfa2da026b66,excellent love the food wa wonderful and the service from all the team member wa fabulous like always,excellent love the food wa wonderful and the service from all the team member wa fabulous like always
65496e562042bfa2da026b67,food wa amazing gaucho pablo wa wonderful they all were amazing really enjoyable food and wine all of the staff wa great,food wa amazing  pablo wa wonderful they all were amazing really enjoyable food and wine all of the staff wa great
65496e562042bfa2da026b68,everything wa perfect very kind and professional all of the staff the food wa amazing and we were full and they continue to bring food thank you for the service,everything wa perfect very kind and professional all of the staff the food wa amazing and we were full and they continue to bring food thank you for the service
65496e562042bfa2da026b69,had a great experience at fogo san francisco milton gaucho wa amazing best server he wa very attentive and took great care of our party,had a great experience at fogo san    wa amazing best server he wa very attentive and took great care of our party
65496e562042bfa2da026b6a,the best brazilian steak house so many good side a well a delicious meat our server were amazing we loved milton gaucho dont pas up the cheese and honey,the best  steak house so many good side a well a delicious meat our server were amazing we    dont pa up the cheese and honey
65496e562042bfa2da026b6b,milton wa amazing best service and in class ambience milton made u feel at home and have u a reason to celebrate, wa amazing best service and in class ambience  made u feel at home and have u a reason to celebrate
65496e562042bfa2da026b6c,the service wa excellent the food wa delicious and how it is served is a unique way of enjoying your steak serving they likewise have a wealthy choice of delicious side dish green and fruit it s definitely worth a try and one to be included in your bucket list more,the service wa excellent the food wa delicious and how it is  is a unique way of enjoying your steak serving they likewise have a wealthy choice of delicious side dish green and fruit it s definitely worth a try and one to be included in your bucket list more
65496e562042bfa2da026b6d,milton did the best service everhe treat u really really great the food wa amazing an also all the peaple did a great job but milton gaucho wa the best of the best, did the best service  treat u really really great the food wa amazing an also all the  did a great job but   wa the best of the best
65496e562042bfa2da026b6e,nelson wa great and the food wa delicious all the staff wa really friendly for sure a place ti recommend and to come back,nelson wa great and the food wa delicious all the staff wa really friendly for sure a place ti recommend and to come back
65496e562042bfa2da026b6f,the place is beautiful and peaceful great for having a perfect lunch ernesto wa the waiter and he wa a high of the lunchand also is and all you can eat so always get full,the place is beautiful and peaceful great for  a perfect lunch  wa the waiter and he wa a high of the  also is and all you can eat so always get full
65496e562042bfa2da026b70,camilla is great a always we were just here two week ago and the service wa excellent shes very attentive and enjoyed,camilla is great a always we were just here two week ago and the service wa excellent  very attentive and 
65496e562042bfa2da026b71,meat were excellent but gaucho milton wa superb he explained every cut and served u a if we were the only table at the restaurant,meat were excellent but   wa superb he  every cut and  u a if we were the only table at the restaurant
65496e562042bfa2da026b72,great spot to not have to worry about food option great atmosphere wonderful salad bar super nice and friendly service we came for a birthday and at the end milton gaucho asked how everything wa and if we need anything else we wanted one last piece of red meat which he didnt hesitate to bring u can be alittle noisy more,great spot to not have to worry about food option great atmosphere wonderful salad bar super nice and friendly service we came for a birthday and at the end    how everything wa and if we need anything else we  one last piece of red meat which he didnt hesitate to bring u can be  noisy more
65496e562042bfa2da026b73,great food and excellent treatment from milton gaucho and eder i will be back every time i came to sao francisco,great food and excellent treatment from   and  i will be back every time i came to sao 
65496e562042bfa2da026b74,visited here during our san fran trip based on the high tripadvisor rating unpretentious restaurant and price fair food wa pretty good especially the bruschetta starter but not exceptional and maybe we were hoping for something more based on it high rating the restaurant wa relatively quiet with relatively little atmosphere service wa prompt and attentive ended up having to book twice a for some reason the restaurant cancelled our original booking on open table more, here during our san  trip based on the high  rating unpretentious restaurant and price fair food wa pretty good especially the  starter but not exceptional and maybe we were  for something more based on it high rating the restaurant wa relatively quiet with relatively little atmosphere service wa prompt and attentive ended up  to book twice a for some reason the restaurant  our original booking on open table more
65496e562042bfa2da026b75,small family friendly restaurant with the best meatball and gnocchi i have ever had in my life the owner luisa wa at the restaurant when we visited and wa a huge bonus you must try cant go wrong here,small family friendly restaurant with the best  and  i have ever had in my life the owner  wa at the restaurant when we  and wa a huge bonus you must try cant go wrong here
65496e562042bfa2da026b76,from the minute we got there we were made to feel well come nothing wa too much trouble the food wa fantastic we all had a variety of food and it wa would highly recommend thank you,from the minute we got there we were made to feel well come nothing wa too much trouble the food wa fantastic we all had a variety of food and it wa would highly recommend thank you
65496e562042bfa2da026b77,we visited luisa s for dinner prior to a show at bimbo s just up the block luisa wa sitting at the door making sure that the staff were attentive to the patron a only an italian matriarch can do everything we had wa great this included the house made garlic bread the succulent carpaccio and parma pizza this wa enough for two of u and we left quite happy we would definitely visit luisa s again if in the area more,we   s for dinner prior to a show at  s just up the block  wa sitting at the door making sure that the staff were attentive to the patron a only an  matriarch can do everything we had wa great this included the house made garlic bread the succulent  and parma pizza this wa enough for two of u and we left quite happy we would definitely visit  s again if in the area more
65496e562042bfa2da026b78,we were visiting from the uk dined here on the review from trip advisor absolutely didnt disappoint the pasta wa so fresh and my husband stated that his bruschetta wa the very best hed ever tasted excellent service from this lovely restaurant highly recommend,we were visiting from the   here on the review from trip advisor absolutely didnt disappoint the  wa so fresh and my husband stated that his  wa the very best  ever tasted excellent service from this lovely restaurant highly recommend
65496e562042bfa2da026b79,we went to this wonderful restaurant to celebrate my wife s birthday and had the best night out of our holiday and will certainly remember the night for a long time we had a table at the curbside and the food wa a masterpiece of italian cuisine our waiter wa very knowledgable and the perfect host i will return the next time i am in san francisco more,we went to this wonderful restaurant to celebrate my wife s birthday and had the best night out of our holiday and will certainly remember the night for a long time we had a table at the  and the food wa a masterpiece of  cuisine our waiter wa very  and the perfect host i will return the next time i am in san  more
65496e562042bfa2da026b7a,family friendly incredible food that is also affordable in comparison to other comparable restaurant we didnt realize her daughter restaurant wa paisanos in pacifica when luisa said it wa her daughter we said that make complete sense we had been going to luisas and paisanos for year before we moved away from the bay area it funny that we had no idea that they were family tonight we enjoyed the gnocchi my husband said it is the best manicotti so amazing with the vodka sauce and vodka sauce spaghetti year old daughter who is a very picky eater loved it were amazing to end we had the tiramisu and lemon cake incredible the best tiramisu weve had yet we also absolutely loved the woodwork pinot noir with our dish you cannot miss this spot more,family friendly incredible food that is also affordable in comparison to other comparable restaurant we didnt realize her daughter restaurant wa  in  when  said it wa her daughter we said that make complete sense we had been going to  and  for year before we  away from the bay area it funny that we had no idea that they were family tonight we  the  my husband said it is the best  so amazing with the vodka sauce and vodka sauce spaghetti year old daughter who is a very picky eater  it were amazing to end we had the  and lemon cake incredible the best  weve had yet we also absolutely  the woodwork  noir with our dish you cannot miss this spot more
65496e562042bfa2da026b7b,great spot for italian in north beach lasagna and gnocchi are fantastic best tiramisu i ever had,great spot for  in north beach  and  are fantastic best  i ever had
65496e562042bfa2da026b7c,great value for standard italian fare in an unpretentious setting service wa good and the food wa above average though not exceptional the price were very fair,great value for standard  fare in an unpretentious setting service wa good and the food wa above average though not exceptional the price were very fair
65496e562042bfa2da026b7d,luisas is a classic old itilian restaurant in san francisco located on the far end of california street food and ambiance great the proprietor sits on a chair making sure everything run well, is a classic old  restaurant in san   on the far end of  street food and  great the proprietor  on a chair making sure everything run well
65496e562042bfa2da026b7e,the eggplant parmesan wa excellent they accommodated group of six and we all loved our food the pollo piamontese and lasagna wa also delicious a must try,the eggplant  wa excellent they  group of six and we all  our food the   and  wa also delicious a must try
65496e562042bfa2da026b7f,thank you luisa for welcoming u to your amazing restaurant the food is exceptional best one we had in san fran the staff wa wonderful and the dinner decor so personal and soulful,thank you  for welcoming u to your amazing restaurant the food is exceptional best one we had in san  the staff wa wonderful and the dinner  so personal and soulful
65496e562042bfa2da026b80,best calzone i ve had in year excellent service luisa and the staff are great and we wish her all the best,best  i  had in year excellent service  and the staff are great and we wish her all the best
65496e562042bfa2da026b81,i dined here with coworkers and we had a wonderful dining experience the pollo piamomtese wa divine we met the owner who wa a gem of a lady dont hesitate to make a visit here because i am confident you will have a positive experience,i  here with  and we had a wonderful dining experience the   wa divine we met the owner who wa a gem of a lady dont hesitate to make a visit here because i am confident you will have a positive experience
65496e562042bfa2da026b82,great experience dinner wa amazing the buratta mozzarella chicken and gnocchi were delicious my favorite wa the house wine with the beautiful face of luisa herself on the label we were enjoying desert when luisa walked into the restaurant what a treat to be able to take a picture with her and tell her how much we enjoyed her restaurant and wine i highly recommend luisas more,great experience dinner wa amazing the   chicken and  were delicious my favorite wa the house wine with the beautiful face of  herself on the label we were enjoying desert when   into the restaurant what a treat to be able to take a picture with her and tell her how much we  her restaurant and wine i highly recommend  more
65496e562042bfa2da026b83,we were lucky enough to find this lovely cosy french bistro and ate here twice during our night visit to san francisco everything wa perfect great atmosphere and impeccable service on both occasion food wa delicious and came out quickly excellent wine list with a very good cote du rhone on the first night very reasonably priced too easily one of the very best restaurant we have visited and highly deserving of it high tripadvisor rating a real gem highly recommended more,we were lucky enough to find this lovely cosy  bistro and ate here twice during our night visit to san  everything wa perfect great atmosphere and impeccable service on both occasion food wa delicious and came out quickly excellent wine list with a very good cote   on the first night very reasonably priced too easily one of the very best restaurant we have  and highly deserving of it high  rating a real gem highly  more
65496e562042bfa2da026b84,i ve been hanging around the castro in san francisco off and on since and lived there from so i wa absolutely sure i knew all there wa to know even with the change that naturally occur over the year last week i reconnected with an old friend since whom i hadn t seen in year thank heaven he knew more than i did and he took me to this extraordinary place still technically in the castro but up the hill and around the corner from all the action in an old victorian building we were greeted personally with handshake by the manager and the evening blossomed from there the manager and staff are french and clearly the chef is the wine suggestion were spot on and not something i would have chosen to go with the food and such food we tasted a bit of everything but i have to say that this wa the best coq au vin i ve ever had yes even in paris with the tender meat melting off the bone into a complex wine sauce and in the french tradition though the place wa packed the entire time we were there we had no sense of being rushed and had literally two hour to sit and catch up on the year we ve missed seeing each other and to top it all off the cost wa extraordinarily reasonable for the food and location if you like french food this is the place to go take the market street trolley from wherever you re staying downtown get off at the end of the line and walk a block over and up the hill it s worth it more,i  been hanging around the  in san  off and on since and lived there from so i wa absolutely sure i knew all there wa to know even with the change that naturally occur over the year last week i  with an old friend since whom i  t seen in year thank heaven he knew more than i did and he took me to this extraordinary place still technically in the  but up the hill and around the corner from all the action in an old  building we were  personally with handshake by the manager and the evening blossomed from there the manager and staff are  and clearly the chef is the wine suggestion were spot on and not something i would have chosen to go with the food and such food we tasted a bit of everything but i have to say that this wa the best    i  ever had yes even in  with the tender meat melting off the bone into a complex wine sauce and in the  tradition though the place wa  the entire time we were there we had no sense of being rushed and had literally two hour to sit and catch up on the year we   seeing each other and to top it all off the cost wa extraordinarily reasonable for the food and location if you like  food this is the place to go take the market street trolley from wherever you re  downtown get off at the end of the line and walk a block over and up the hill it s worth it more
65496e562042bfa2da026b85,this is our time dining there it is an outstanding spot excellent food everything we ordered wa a wow the service wa excellent a well felt like we were dining in france outstanding,this is our time dining there it is an outstanding spot excellent food everything we ordered wa a wow the service wa excellent a well felt like we were dining in  outstanding
65496e562042bfa2da026b86,in a magical neighbourhood in san francisco this bistro is a unique experience of taste smell and the look of paris,in a magical  in san  this bistro is a unique experience of taste smell and the look of 
65496e562042bfa2da026b87,we live in the neighborhood and this is always a special treat steak with frites or roasted chicken on a cold foggy night,we live in the neighborhood and this is always a special treat steak with  or  chicken on a cold foggy night
65496e562042bfa2da026b88,we were delighted to rediscover this intimate french restaurant wife and i made reservation through open table for a week night and were promptly seated the menu wa not extensive but well chosen real french fare including escargot coq au vin duck confit etc no full bar but a good wine list including excellent kier royale we were served with excellent french bread and butter without having to order it separately which is the usual practice nowadays wife and i ordered their butter lettuce salad which wa very fresh with excellent olive oil dressing with anchovy the escargot in potato cup and delicious green sauce wa innovative and flavorful the coup de grace were the main course wife ordered the chilean sea bass special which wa outstandingly flavorful and cooked just right a wa the rack of lamb i ordered rare a i wanted with an outstanding flavorful wine sauce the accompanying vegetable and potato were also tasty and we cleaned our rather sumptuous plate for dessert we ordered the floating island which we love but have not found on the menu in any other french restaurant so far the island puff pastry floated in wonderful creamy sauce before vanishing into our appreciative mouth the service wa attentive friendly and professional overall a wonderful authentic french bistro which we intend to frequent more,we were delighted to rediscover this intimate  restaurant wife and i made reservation through open table for a week night and were promptly seated the menu wa not extensive but well chosen real  fare      duck   no full bar but a good wine list  excellent kier royale we were  with excellent  bread and butter without  to order it separately which is the usual practice nowadays wife and i ordered their butter lettuce salad which wa very fresh with excellent olive oil dressing with anchovy the  in potato cup and delicious green sauce wa innovative and flavorful the coup de grace were the main course wife ordered the  sea bass special which wa outstandingly flavorful and  just right a wa the rack of lamb i ordered rare a i  with an outstanding flavorful wine sauce the  vegetable and potato were also tasty and we  our rather sumptuous plate for dessert we ordered the floating island which we love but have not found on the menu in any other  restaurant so far the island puff pastry  in wonderful creamy sauce before vanishing into our appreciative mouth the service wa attentive friendly and professional overall a wonderful authentic  bistro which we intend to frequent more
65496e562042bfa2da026b89,i really read review of restaurant in united state we live in the san francisco bay area and i almost never read review from restaurant here i love this restaurant i like the buzz food wa excellent wait staff wa on point there nothing not to like i have the shrimp ravioli a a starter my wife had the escargot both fairly unusual and perfectly executed honestly outstanding i have the coq au vin which wa fine im not sure i would get it again my wife had the lamb which wa over the top she is a lamb connoisseur and thought it wa one of the best preparation shes had in many year the potato were over the top too next time were going to split that dish there will be a next time i highly recommend this restaurant more,i really read review of restaurant in united state we live in the san  bay area and i almost never read review from restaurant here i love this restaurant i like the buzz food wa excellent wait staff wa on point there nothing not to like i have the shrimp ravioli a a starter my wife had the  both fairly unusual and perfectly executed honestly outstanding i have the    which wa fine  not sure i would get it again my wife had the lamb which wa over the top she is a lamb connoisseur and thought it wa one of the best preparation  had in many year the potato were over the top too next time were going to split that dish there will be a next time i highly recommend this restaurant more
65496e562042bfa2da026b8a,this place is a great very tasty excellent service great atmosphere we came to celebrate our twin birthday and this is the place to celebrate relatively small bistro on a quiet street full of french vibe and outstanding food everything we ordered w just excellent it wa our first time but certainly not the last more,this place is a great very tasty excellent service great atmosphere we came to celebrate our twin birthday and this is the place to celebrate relatively small bistro on a quiet street full of   and outstanding food everything we ordered w just excellent it wa our first time but certainly not the last more
65496e562042bfa2da026b8b,just incredible the food is exquisite i cant wait to go back love the atmosphere too very comfortable lovely decor very french just go you wont be sorry,just incredible the food is exquisite i cant wait to go back love the atmosphere too very comfortable lovely  very  just go you wont be sorry
65496e562042bfa2da026b8c,last saturday we had a wonderful and delicious dinner at this excelent bistro we highly recommend it,last  we had a wonderful and delicious dinner at this  bistro we highly recommend it
65496e562042bfa2da026b8d,we just spent the evening celebrating our anniversary at lardoise bistro and had a lovely experience it is a small neighborhood restaurant and a hidden gem that we have experience many time in the past and the service wa just a impeccable a ever and the food of the highest quality i cant recommend this restaurant highly enough more,we just spent the evening  our anniversary at  bistro and had a lovely experience it is a small neighborhood restaurant and a hidden gem that we have experience many time in the past and the service wa just a impeccable a ever and the food of the highest quality i cant recommend this restaurant highly enough more
65496e562042bfa2da026b8e,we were disappointed with the food here we each had a fish entree salmon and sea bass they were okay but nothing special at all,we were disappointed with the food here we each had a fish entree salmon and sea bass they were  but nothing special at all
65496e562042bfa2da026b8f,wife and i made reservation through open table and were promptly seated they do not have a full bar we began with kier royale which wa excellent for appetizer wife had their special tomato salad which wa excellent i had their soup of the day mushroom which wa quite tasty and the escargot which had an interesting green sauce encased in fried potato cup this wa intriguing and delicious but i wished there were more escargot i think there were or the main course were the most outstanding rack of lamb for wife and the duck confit for me they were perfectly cooked and had wonderful flavor and sauce though wife wished there wa a bit more sauce on the lamb we shared the floating island for dessert which wa quite creamy and delicious the service wa reasonably prompt and attentive and the glass of red wine he recommended wa excellent of note is that this is a rather small and intimate restaurant and the gentleman in the next table started a conversation with u which wa welcome a they had very similar taste a u concerning gourmet restaurant overall a quite satisfactory dining experience more,wife and i made reservation through open table and were promptly seated they do not have a full bar we  with kier royale which wa excellent for appetizer wife had their special tomato salad which wa excellent i had their soup of the day mushroom which wa quite tasty and the  which had an interesting green sauce  in fried potato cup this wa intriguing and delicious but i wished there were more  i think there were or the main course were the most outstanding rack of lamb for wife and the duck  for me they were perfectly  and had wonderful flavor and sauce though wife wished there wa a bit more sauce on the lamb we  the floating island for dessert which wa quite creamy and delicious the service wa reasonably prompt and attentive and the glass of red wine he  wa excellent of note is that this is a rather small and intimate restaurant and the gentleman in the next table  a conversation with u which wa welcome a they had very similar taste a u concerning gourmet restaurant overall a quite satisfactory dining experience more
65496e562042bfa2da026b90,we have been coming to this restaurant for the last five year on average twice a month for dinner we always order the filet mignon in general we were happy with service and the meal unfortunatelly last night we ordered two takeout filet mignons and to our surprise when we arrived home and started to enjoy our dinner we realized that we were given two piece of sirloin steak disguised in the shape of filet mignon medallion after the first bite the taste and the texture confirmed it wa not what we ordered we felt cheated and thought this action could be construed a fraud we contacted the restaurant right away they provided a lame excuse blaming coronavirus and the difficulty of getting their meat supply what wa most insulting to u wa that after five year of eating their filet mignon they thought we would not recognized it the restaurant offered to fully reimburse u but never offered an apology neither recoignized that they may have made an error along the way i would not recomend to order filet mignon from this place more,we have been coming to this restaurant for the last five year on average twice a month for dinner we always order the filet mignon in general we were happy with service and the meal  last night we ordered two  filet  and to our surprise when we  home and  to enjoy our dinner we  that we were given two piece of sirloin steak disguised in the shape of filet mignon medallion after the first bite the taste and the texture confirmed it wa not what we ordered we felt  and thought this action could be  a fraud we  the restaurant right away they provided a lame excuse blaming  and the difficulty of getting their meat supply what wa most insulting to u wa that after five year of eating their filet mignon they thought we would not  it the restaurant  to fully reimburse u but never  an apology neither  that they may have made an error along the way i would not  to order filet mignon from this place more
65496e562042bfa2da026b91,had been meaning to try this place out and finally achieved that just a shame that i did not make it there sooner nice buzzy atmosphere efficient if somewhat aloof service and really interesting flavour in the food wine by the glass perfectly acceptable and good value from now my go to for french everyday dining more,had been meaning to try this place out and finally  that just a shame that i did not make it there sooner nice buzzy atmosphere efficient if somewhat aloof service and really interesting flavour in the food wine by the glass perfectly acceptable and good value from now my go to for  everyday dining more
65496e562042bfa2da026b92,the table wa ready right when we arrived on a busy saturday night it wa booked through open table at my partner and i had the garlic parmasian focaccia omg a must have warm olive very salty to start followed by the american wagyu carpoccio tomato braised polpette very large meatball could have stopped hear bc it wa filling my partner had the orecchiette which is genovese basil pesto garlic cherry tomato borlotti bean breadcrumb i had the triangoli which is honey nut squash mascarpone cheese chive burro fuso and pomegranet seed the star of the night we have been to italy and tge food wa just a good more,the table wa ready right when we  on a busy  night it wa booked through open table at my partner and i had the garlic    a must have warm olive very salty to start  by the    tomato   very large  could have stopped hear  it wa filling my partner had the  which is  basil  garlic cherry tomato  bean  i had the  which is honey nut squash  cheese chive burro  and  seed the star of the night we have been to  and  food wa just a good more
65496e562042bfa2da026b93,what a cucina italiana absolutely perfect pasta with truffle and chop light and gentle like a feather absolutely fantastic evening with great food thank you and all the best pawel,what a   absolutely perfect  with truffle and chop light and gentle like a feather absolutely fantastic evening with great food thank you and all the best 
65496e562042bfa2da026b94,an amazing dinner some of the best pasta ive ever had wonderful olive oil cake for dessert if i could give it star i would just because they sent the food out really quickly and seemed to be in a hurry to get u out of there but it wa no setback to our meal highly recommend just wanted to add that the service wa too quick for the staff who may read this more,an amazing dinner some of the best   ever had wonderful olive oil cake for dessert if i could give it star i would just because they sent the food out really quickly and  to be in a hurry to get u out of there but it wa no setback to our meal highly recommend just  to add that the service wa too quick for the staff who may read this more
